,Ambient temp,Ambient pressure,Ambient humidity,AFD pressure,GT exh pressure,Turbine inlet temp,Turbine after temp,Turbine energy yield
6581,12.515,1022.2,73.111,5.122999999999999,33.077,1100.0,527.4,14.081
6582,11.354000000000001,1022.3,78.51899999999999,3.9019,23.794,1083.5,549.32,11.824000000000002
6583,10.890999999999998,1022.5,83.98700000000001,3.7698,22.934,1079.7,550.03,11.642999999999999
6584,11.035,1022.6,84.561,3.7876,22.824,1078.9,550.05,11.505999999999998
6585,10.992,1022.4,82.116,3.2764,19.395,1028.4,530.74,10.41
6586,6.1602,1021.9,93.77799999999999,3.7514,21.535,1070.3,548.35,11.254000000000001
6587,6.5803,1022.2,96.229,3.568,20.118,1062.6,549.23,10.864
6588,8.3883,1022.4,97.92200000000001,4.0351,23.796,1084.2,549.79,11.804
6589,10.925,1022.5,94.81299999999999,4.0587,24.151,1085.9,549.91,11.883
6590,12.485999999999999,1022.1,87.947,4.0815,24.24,1086.4,549.83,11.907
6591,13.42,1021.6,80.887,4.0211,24.274,1086.6,549.77,11.911
6592,14.047,1021.2,78.57300000000001,4.0217,24.288,1086.6,550.17,11.92
6593,14.072000000000001,1021.3,74.262,4.0077,24.276,1086.7,550.08,11.898
6594,14.187000000000001,1021.4,71.88,3.3371,19.374000000000002,1051.2,546.2,10.502
6595,14.119000000000002,1021.6,70.75399999999999,3.5536,21.083000000000002,1066.8,549.68,11.095999999999998
6596,12.749,1021.7,76.825,5.2304,33.555,1100.1,525.97,14.199000000000002
6597,10.898,1021.9,83.061,4.1706,25.445,1084.1,543.52,12.25
6598,9.4187,1022.1,88.634,3.7262,21.988000000000003,1075.0,550.37,11.434000000000001
6599,8.7192,1022.5,90.64,3.8745,22.927,1079.6,549.84,11.632
6600,8.2625,1022.7,91.40799999999999,4.032,23.590999999999998,1083.9,550.08,11.790999999999999
6601,7.6572,1023.1,92.655,3.4727,19.772000000000002,1028.7,529.09,10.524000000000001
6602,7.3096,1023.2,92.62200000000001,3.4727,19.738,1039.9,536.3,10.565999999999999
6603,6.8689,1024.9,84.554,3.3948,19.278,1050.7,544.6,10.633
6604,6.9782,1025.5,87.271,3.7669,22.526,1074.7,547.82,11.509
6605,8.6528,1025.7,92.821,4.0134,24.064,1086.3,549.91,11.872
6606,11.647,1025.8,91.54799999999999,4.1061,24.401999999999997,1087.7,550.19,11.979000000000001
6607,12.950999999999999,1025.6,83.493,4.0986,24.424,1088.3,550.05,11.985
6608,13.720999999999998,1025.2,75.38600000000001,4.0917,24.438000000000002,1088.6,550.06,11.965
6609,14.241,1024.9,73.41199999999999,4.5946,27.997,1093.0,540.57,12.802
6610,14.311,1024.9,74.1,5.1507,31.998,1100.0,530.41,13.883
6611,13.779000000000002,1025.3,78.641,5.1733,32.423,1100.2,528.84,14.023
6612,12.870999999999999,1025.6,80.58800000000001,5.1404,32.316,1100.0,528.94,13.898
6613,11.963,1026.0,82.88799999999999,5.1563,32.486,1100.2,527.97,14.047
6614,11.229000000000001,1026.3,86.603,4.3525,26.365,1088.6,542.03,12.599
6615,10.934000000000001,1026.5,88.0,3.9676,23.641,1085.2,549.9,11.831
6616,10.672,1026.9,88.95100000000001,3.9707,23.641,1085.3,550.08,11.932
6617,10.697000000000001,1027.3,90.654,4.0023,23.763,1086.2,550.02,11.865
6618,10.77,1027.7,91.28399999999999,3.3916,19.282,1018.3,523.59,10.562000000000001
6619,10.844000000000001,1027.9,91.975,3.3462,19.265,1050.5,544.72,10.497
6620,9.8946,1028.2,92.696,3.5987,21.095,1063.0,545.32,11.085999999999999
6621,10.429,1028.5,92.766,3.4581,20.055,1062.9,549.91,10.822000000000001
6622,11.107000000000001,1028.7,91.96,4.0255,23.913,1086.9,550.08,11.919
6623,11.478,1028.7,91.697,4.0309,23.979,1087.4,550.01,11.895999999999999
6624,12.097000000000001,1028.3,88.835,4.0339,24.121,1087.9,550.08,11.835
6625,12.395,1028.0,84.97,3.3128,19.576,1050.1,544.06,10.669
6626,11.783,1027.8,85.574,3.7823,22.854,1080.5,549.97,11.594000000000001
6627,11.342,1027.8,88.98700000000001,3.7566,22.688000000000002,1079.2,549.88,11.604000000000001
6628,10.894,1027.9,92.199,3.8238,22.559,1079.1,550.0,11.607000000000001
6629,10.454,1028.0,93.04899999999999,3.8633,22.715,1079.9,549.86,11.606
6630,10.966,1028.4,89.22200000000001,4.4449,27.002,1081.0,536.39,12.571
6631,11.302,1029.1,82.041,3.4073,19.85,1061.6,549.69,10.764000000000001
6632,11.335,1029.4,78.872,3.5545,21.064,1069.6,550.04,11.113
6633,11.282,1029.5,76.949,3.7203,22.135,1076.2,550.11,11.425999999999998
6634,10.556,1029.1,74.149,3.2816,19.015,1033.8,534.68,10.440999999999999
6635,9.9366,1029.0,70.30199999999999,3.5073,20.72,1064.0,547.45,10.931
6636,10.137,1029.3,69.67399999999999,3.3592,19.625,1060.1,549.49,10.795
6637,10.335,1029.3,68.066,5.1298,32.376,1098.6,527.65,14.017999999999999
6638,10.565,1029.2,65.418,5.1788,32.747,1100.2,526.99,14.225999999999999
6639,10.76,1028.8,63.581,5.1986,32.946999999999996,1100.0,526.3,14.155
6640,10.835999999999999,1028.3,64.422,4.0773,24.548000000000002,1059.7,530.57,11.959000000000001
6641,10.802999999999999,1027.9,63.873999999999995,5.2551,33.283,1092.4,521.2,14.129000000000001
6642,10.58,1027.8,65.125,5.157,32.685,1100.0,527.35,14.099
6643,10.380999999999998,1027.8,64.138,5.1647,32.773,1100.2,526.83,14.209000000000001
6644,10.234,1027.6,65.274,5.1899,33.005,1099.8,526.24,14.117
6645,10.04,1027.5,64.657,5.0721,32.24,1100.2,528.78,13.946
6646,9.9457,1027.5,65.562,4.883,30.836,1096.7,532.14,13.572000000000001
6647,10.009,1027.2,67.018,3.8233,22.996,1081.1,549.92,11.755999999999998
6648,10.099,1027.0,66.846,3.8463,23.096,1081.8,549.94,11.8
6649,10.152000000000001,1026.7,64.533,3.4572,20.369,1064.7,549.43,10.885
6650,9.9078,1026.1,65.923,3.3126,19.366,1024.5,527.21,10.505999999999998
6651,9.6752,1024.6,68.944,3.7831,22.910999999999998,1075.3,546.37,11.627
6652,9.5573,1024.3,69.16199999999999,3.824,23.048000000000002,1081.8,549.91,11.68
6653,9.5146,1023.9,68.768,3.6942,22.111,1076.0,550.06,11.345
6654,9.6936,1024.3,68.695,3.9097,24.054000000000002,1083.4,547.53,11.885
6655,9.5988,1024.5,72.303,3.9191,23.825,1085.5,550.05,11.87
6656,9.9222,1024.5,70.399,3.9555,24.076999999999998,1086.6,549.99,11.936
6657,10.592,1024.5,63.126999999999995,3.9254,23.873,1085.6,549.97,11.972999999999999
6658,10.755999999999998,1023.9,62.43600000000001,5.0379,31.903000000000002,1098.3,529.92,13.832
6659,10.788,1023.3,61.93899999999999,5.1519,32.746,1100.1,528.48,14.059000000000001
6660,10.947000000000001,1022.8,62.47,5.1854,32.943000000000005,1100.1,527.58,14.130999999999998
6661,10.91,1022.4,61.782,5.1448,32.689,1099.8,528.72,14.097999999999999
6662,10.828,1022.5,62.263999999999996,5.1956,32.991,1100.1,527.46,14.107999999999999
6663,10.767000000000001,1022.4,62.606,5.1701,32.756,1099.9,527.85,13.933
6664,10.735999999999999,1022.5,60.538999999999994,5.1517,32.957,1099.9,527.39,14.013
6665,10.57,1022.7,62.595,5.0499,32.108000000000004,1100.0,530.02,13.912
6666,10.439,1022.9,63.353,5.1683,32.978,1100.2,527.02,14.137
6667,10.523,1023.1,63.667,5.1533,32.943000000000005,1099.8,527.67,14.115
6668,10.693,1023.3,64.334,4.0203,24.644000000000002,1083.8,547.0,12.040999999999999
6669,10.622,1023.6,66.78,3.8476,23.669,1084.1,550.27,11.689
6670,10.389000000000001,1023.9,69.077,3.9065,23.783,1085.0,550.13,11.829
6671,10.232999999999999,1024.0,70.416,3.6316,21.781,1072.2,549.1,11.317
6672,10.06,1023.9,71.547,3.3135,19.416,1046.9,541.95,10.655999999999999
6673,9.8812,1024.0,73.509,3.2739999999999996,19.127,1048.5,544.05,10.600999999999999
6674,9.5056,1024.3,74.818,3.2392,19.087,1049.5,544.51,10.497
6675,9.0787,1024.4,74.153,3.2379,19.102999999999998,1048.3,543.76,10.485
6676,8.4997,1025.7,81.92,3.3162,19.406,1043.4,539.25,10.637
6677,9.8494,1025.5,79.024,3.5649,21.122,1067.1,548.0,11.085999999999999
6678,10.774000000000001,1025.2,75.76100000000001,3.6899,21.996,1074.9,550.07,11.286
6679,11.162,1024.8,73.48,3.4828,20.53,1059.9,546.28,10.927999999999999
6680,11.515,1024.3,71.497,3.3853,19.825,1060.1,549.52,10.597000000000001
6681,11.794,1023.9,70.443,3.3552,19.23,1056.0,549.31,10.397
6682,10.798,1023.6,73.637,3.4135,20.041,1060.0,548.16,10.794
6683,9.8826,1023.5,77.243,3.5756,21.008000000000003,1068.5,549.95,11.06
6684,9.1629,1023.5,79.527,3.6292,21.679000000000002,1072.1,549.93,11.255999999999998
6685,8.1514,1023.4,80.528,3.6422,21.805999999999997,1073.4,549.99,11.309000000000001
6686,7.1193,1023.3,83.113,3.6585,22.025,1074.8,549.99,11.363
6687,4.8001,1022.3,88.819,3.93,23.592,1083.0,549.07,11.78
6688,4.3196,1021.5,90.464,3.445,20.099,1039.3,534.39,10.645999999999999
6689,3.9385,1021.3,90.536,3.4765,20.031,1026.6,526.3,10.683
6690,3.7319,1021.0,91.23,3.4957,20.067,1032.2,529.93,10.709000000000001
6691,3.4930000000000003,1020.8,91.369,3.5133,20.109,1038.4,533.57,10.735
6692,3.4907,1020.8,91.51899999999999,3.5309,20.098,1025.8,525.35,10.761
6693,3.7194,1020.9,91.74,3.8788,22.965,1073.2,545.45,11.627
6694,4.3181,1021.2,91.51899999999999,3.9588,23.538,1083.6,550.05,11.84
6695,5.8713,1021.4,92.23299999999999,5.3271,33.605,1099.9,525.49,14.194
6696,8.9988,1021.5,93.666,5.2677,32.606,1099.9,528.83,14.015
6697,11.669,1021.0,85.145,5.28,32.433,1100.0,529.1,13.975
6698,12.495,1020.7,80.112,5.2121,32.036,1100.1,530.57,13.909
6699,12.929,1020.3,73.867,5.2755,32.39,1100.1,529.36,13.970999999999998
6700,13.21,1020.1,74.098,5.2324,32.156,1100.0,530.22,13.915
6701,13.126,1020.2,76.417,5.2492,32.422,1100.1,529.5,13.937000000000001
6702,12.796,1020.3,77.517,5.0938,31.748,1099.8,531.89,13.812999999999999
6703,11.812999999999999,1020.8,79.415,5.3041,33.547,1100.1,525.94,14.212
6704,10.934000000000001,1021.3,81.3,5.1424,32.681,1100.4,529.01,13.970999999999998
6705,10.364,1022.0,81.536,5.2748,33.374,1100.5,526.43,14.257
6706,9.3649,1022.6,82.537,5.2866,33.441,1099.9,526.14,14.318
6707,8.1851,1023.3,86.329,5.3509,33.764,1099.7,525.06,14.397
6708,7.5657,1023.5,88.811,5.3072,33.535,1100.0,526.04,14.39
6709,7.0509,1023.9,89.655,4.2267,25.603,1084.7,543.82,12.261
6710,6.6301,1024.2,90.2,3.7406,21.646,1065.7,545.64,11.204
6711,6.907,1024.8,91.648,3.48,19.543,1045.7,540.83,10.704
6712,7.3803,1025.2,90.064,3.4708,19.358,1042.0,538.67,10.585
6713,7.5023,1025.4,88.39299999999999,3.4339999999999997,19.352999999999998,1041.0,537.92,10.552
6714,7.4105,1025.7,89.473,3.4701,19.397000000000002,1041.7,538.11,10.600999999999999
6715,7.6145,1026.3,93.84700000000001,3.8715,22.162,1076.4,549.92,11.363
6716,8.0976,1026.7,95.85600000000001,3.7474,20.899,1069.2,550.06,11.102
6717,9.9483,1027.5,99.09200000000001,4.1881,24.093000000000004,1087.0,549.96,11.902999999999999
6718,11.208,1028.3,94.837,4.173,24.061,1086.9,550.26,11.946
6719,12.0,1028.6,90.021,5.4151,33.165,1100.0,526.46,14.13
6720,12.804,1028.6,83.19,5.3414,33.008,1100.1,526.42,14.225
6721,13.245,1028.3,82.586,5.6701,35.406,1100.0,518.88,14.652000000000001
6722,13.857999999999999,1027.7,79.22800000000001,5.2768,32.564,1100.1,528.03,14.029000000000002
6723,14.533,1027.3,74.7,5.1686,31.891,1100.3,530.6,13.997
6724,14.439,1026.8,70.751,5.2317,32.281,1100.1,529.16,13.967
6725,14.382,1026.8,63.744,5.1879,32.074,1100.1,529.87,13.959000000000001
6726,13.835999999999999,1026.8,64.82,5.2139,32.506,1100.1,528.24,14.044
6727,12.72,1026.7,69.94,5.1866,32.867,1100.1,527.19,14.196
6728,10.802999999999999,1026.4,74.932,4.8221,30.303,1095.8,533.4,13.46
6729,9.5001,1026.3,81.315,5.2804,33.5,1100.0,525.22,14.216
6730,8.6171,1026.1,85.57,5.2615,33.199,1100.1,525.92,14.224
6731,7.8942,1025.8,88.12700000000001,5.3543,33.611,1100.0,524.18,14.360999999999999
6732,7.5349,1025.4,90.398,5.3758,33.391999999999996,1100.1,524.76,14.408
6733,7.6804,1025.1,91.943,5.3767,33.582,1099.8,524.38,14.253
6734,8.0053,1024.7,91.37299999999999,3.4547,19.695999999999998,1049.0,541.89,10.69
6735,8.038,1024.5,90.365,3.3987,18.908,1056.6,549.91,10.568
6736,8.3966,1024.5,87.744,3.3879,18.795,1056.2,549.84,10.459000000000001
6737,5.9967,1024.2,89.756,3.97,22.574,1076.5,547.95,11.550999999999998
6738,6.2285,1024.6,92.515,4.0698,23.518,1085.3,550.0,11.83
6739,7.8919,1024.9,96.834,4.5675,27.616999999999997,1099.7,545.73,12.85
6740,10.587,1024.9,91.505,4.8691,29.879,1099.8,538.48,13.376
6741,12.075999999999999,1024.2,82.62200000000001,5.1917,32.308,1100.1,529.58,13.931
6742,13.302,1023.8,76.182,5.2115,32.371,1100.1,529.45,13.960999999999999
6743,14.548,1023.4,67.502,5.1532,31.961,1100.3,531.1,13.853
6744,15.022,1023.3,65.32,5.196000000000001,32.42,1100.4,529.46,14.046
6745,15.0,1023.3,67.07300000000001,5.1481,32.148,1100.0,530.88,13.842
6746,14.145,1023.6,69.773,5.2245,32.561,1100.2,529.06,14.065
6747,12.745999999999999,1023.9,69.793,5.2513,32.945,1100.2,527.36,14.097999999999999
6748,11.526,1024.3,71.628,5.1957,32.9,1099.9,527.69,14.100999999999999
6749,10.390999999999998,1024.4,73.156,5.2351,33.429,1100.2,525.92,14.247
6750,9.0687,1024.3,77.072,4.541,28.563000000000002,1092.1,537.75,13.074000000000002
6751,7.7218,1024.3,80.488,3.9017,23.748,1085.2,550.03,11.921
6752,6.5848,1024.2,83.787,3.9458,23.679000000000002,1085.0,549.96,11.874
6753,5.7584,1024.3,86.618,3.9264,23.498,1084.3,549.93,11.75
6754,5.3309,1023.9,88.505,3.9663,23.736,1085.9,549.94,11.806
6755,4.2303,1023.9,88.164,4.6164,28.182,1097.8,541.73,13.073
6756,4.2231,1024.2,91.41,4.7751,29.212,1100.0,539.6,13.265
6757,5.5997,1024.5,94.68700000000001,5.3846,33.577,1100.0,525.01,14.24
6758,8.5226,1024.4,93.45299999999999,5.2342,32.644,1100.3,528.11,14.163
6759,11.300999999999998,1023.9,76.563,5.2379999999999995,32.633,1100.1,528.54,14.045
6760,12.935,1023.1,71.914,5.1808,32.166,1100.3,530.22,14.040999999999999
6761,14.181,1022.6,65.703,5.2837,32.579,1100.2,528.62,14.005999999999998
6762,14.327,1022.4,63.135,5.2215,32.225,1100.1,529.96,13.987
6763,13.243,1022.3,64.669,5.2506,32.556999999999995,1100.1,528.67,14.043
6764,12.114,1022.3,70.766,5.2024,32.391,1100.0,529.11,13.894
6765,10.82,1022.3,78.188,5.3386,33.437,1100.0,525.57,14.209000000000001
6766,10.425,1022.6,80.01899999999999,5.206,32.784,1100.2,527.84,14.157
6767,9.8014,1023.1,76.525,5.2605,33.332,1100.2,525.45,14.297
6768,8.398,1023.3,78.009,5.2655,33.564,1100.1,524.88,14.342
6769,7.0876,1023.6,80.561,5.3607,34.029,1100.1,523.4,14.44
6770,6.114,1023.7,84.041,3.9835,23.695999999999998,1083.8,548.76,11.827
6771,5.9646,1023.8,85.79899999999999,3.8386,22.486,1073.8,547.05,11.399000000000001
6772,5.6674,1023.7,85.975,3.4233,19.570999999999998,1039.5,536.21,10.543
6773,5.8343,1024.0,87.147,3.4610000000000003,19.195999999999998,1054.3,547.64,10.55
6774,5.3020000000000005,1024.2,86.176,3.4649,19.406,1055.5,547.65,10.593
6775,5.5104,1024.2,88.866,4.0485,23.660999999999998,1084.5,549.94,11.795
6776,6.1168,1024.4,91.73,4.0596,23.798000000000002,1085.0,550.13,11.905
6777,8.1866,1024.3,94.868,4.1135,24.134,1086.5,550.02,11.92
6778,10.818,1023.8,89.508,4.1624,24.357,1087.2,550.0,11.935
6779,12.065,1023.5,83.633,4.1615,24.410999999999998,1088.2,549.73,11.95
6780,12.738,1023.0,77.358,4.1377,24.46,1088.1,549.83,11.965
6781,12.972999999999999,1022.5,75.26899999999999,4.1361,24.464000000000002,1088.0,550.21,11.987
6782,13.062999999999999,1022.2,74.926,4.1008,24.445,1087.8,549.94,12.027999999999999
6783,12.665999999999999,1022.0,77.01,4.0895,24.365,1087.3,550.01,12.071
6784,12.014000000000001,1021.9,79.28,5.3366,33.499,1099.7,526.32,14.142999999999999
6785,11.186,1021.9,78.559,4.0114,24.103,1085.5,549.7,11.886
6786,9.6664,1021.8,78.14,3.9332,23.691999999999997,1083.9,550.03,11.892999999999999
6787,7.8151,1021.6,80.26100000000001,3.9930000000000003,23.756999999999998,1084.5,549.93,11.936
6788,6.5997,1021.5,83.955,3.5934,21.074,1055.0,541.26,10.995999999999999
6789,5.8204,1021.4,86.12,3.4426,19.7,1039.0,536.32,10.589
6790,5.4791,1021.3,89.014,3.9453,23.401999999999997,1082.2,549.64,11.77
6791,4.9857,1021.2,89.132,4.0333,23.461,1083.2,549.92,11.825
6792,4.5623,1021.1,90.69200000000001,3.5173,19.53,1059.8,549.86,10.56
6793,4.4063,1021.3,95.531,3.5891,19.289,1057.9,550.02,10.595
6794,5.3872,1021.7,99.851,4.3494,24.095,1087.1,549.87,11.890999999999998
6795,6.4694,1022.1,100.17,4.3964,23.745,1084.8,550.02,11.918
6796,7.5284,1022.2,100.17,4.6551,23.921,1085.5,550.0,11.9
6797,9.844,1021.8,97.98100000000001,4.5597,24.201,1086.4,549.94,12.011
6798,12.206,1021.4,83.946,4.118,24.223000000000003,1086.5,550.12,12.048
6799,13.142000000000001,1020.8,73.834,4.0912,24.311,1086.7,549.95,12.082
6800,13.661,1020.6,75.491,4.1369,24.539,1088.0,550.05,12.02
6801,13.821,1020.6,77.384,4.072,24.320999999999998,1086.7,550.22,11.945
6802,13.061,1020.5,80.845,4.0665,24.199,1085.9,550.19,11.849
6803,11.408,1020.6,87.34100000000001,4.0478,23.953000000000003,1084.7,550.04,11.72
6804,10.885,1020.8,86.26100000000001,4.0202,23.976,1085.1,550.09,11.765
6805,9.7747,1020.9,83.76299999999999,3.9562,23.818,1084.5,550.19,11.809000000000001
6806,8.5659,1020.8,84.55799999999999,3.9765,23.791,1084.5,550.07,11.821
6807,7.27,1020.8,85.156,4.0299,23.905,1085.3,550.06,11.902000000000001
6808,6.4074,1020.7,89.47200000000001,4.0263,23.846,1085.0,549.97,11.842
6809,6.0883,1020.6,89.75399999999999,4.0445,23.831,1085.0,550.02,11.865
6810,9.2008,1019.8,97.90700000000001,3.6424,19.456,1047.1,542.56,10.575
6811,9.0411,1020.0,96.62799999999999,3.6552,19.24,1040.8,539.18,10.607000000000001
6812,8.536,1020.3,95.713,3.7024,19.627,1046.4,541.54,10.637
6813,9.2785,1020.3,99.087,4.4709,24.096999999999998,1085.9,550.43,11.802
6814,12.417,1020.4,95.68,4.2818,24.46,1087.7,550.05,11.958
6815,14.464,1020.0,84.044,4.1931,24.471,1087.8,550.25,11.950999999999999
6816,15.39,1019.3,77.619,4.1862,24.459,1087.7,549.96,11.960999999999999
6817,15.97,1018.8,75.804,4.1983,24.500999999999998,1087.8,550.01,11.958
6818,16.709,1018.6,73.067,3.7043,21.041,1067.0,550.1,10.993
6819,16.783,1018.5,71.958,3.575,20.174,1061.9,550.09,10.774000000000001
6820,16.287,1018.3,73.596,4.1819999999999995,24.396,1087.7,550.12,11.880999999999998
6821,15.447000000000001,1018.3,79.61399999999999,3.563,20.285,1063.2,549.99,10.843
6822,14.94,1018.5,84.28200000000001,3.5469,19.915,1060.9,550.06,10.645999999999999
6823,15.387,1018.5,83.367,3.3874,18.647000000000002,1031.7,535.85,10.300999999999998
6824,16.287,1018.4,76.08800000000001,3.3477,18.608,1031.0,535.52,10.242
6825,15.905999999999999,1018.4,78.163,3.3861,18.833,1044.4,543.74,10.198
6826,14.918,1017.6,80.952,4.2096,24.574,1086.5,548.72,11.977
6827,14.668,1017.1,81.446,3.423,18.689,1032.9,536.72,10.294
6828,15.879000000000001,1016.8,79.874,3.3617,18.38,1038.3,541.47,10.197000000000001
6829,15.717,1016.5,78.565,3.358,18.387999999999998,1039.2,542.08,10.225
6830,14.662,1016.4,83.39,3.352,18.423,1038.4,541.24,10.259
6831,13.806,1016.1,88.212,3.3493,18.401,1037.9,540.89,10.293
6832,14.831,1016.1,85.17299999999999,3.4618,19.311,1056.2,549.37,10.469000000000001
6833,15.321,1016.2,82.419,3.9355,22.598000000000003,1075.7,549.43,11.367
6834,15.495,1016.3,83.139,4.1988,24.441,1087.3,550.14,11.886
6835,15.854000000000001,1016.2,82.25200000000001,4.2315,24.467,1087.5,549.98,11.984000000000002
6836,16.563,1015.6,78.676,4.2243,24.484,1087.3,549.88,11.985999999999999
6837,17.628,1014.9,72.48899999999999,4.2688,24.588,1088.1,550.06,11.988
6838,18.303,1014.1,69.617,4.294,24.663,1088.2,549.8,11.991
6839,18.377,1013.5,71.468,4.2486,24.715999999999998,1088.4,549.67,11.993
6840,18.621,1013.0,70.956,4.2929,24.741,1088.5,549.58,11.955
6841,18.579,1012.7,71.40899999999999,4.2553,24.706,1088.6,550.07,11.894
6842,18.27,1012.3,71.26,4.2549,24.704,1088.4,550.41,11.834000000000001
6843,17.794,1012.2,74.266,4.1737,24.366999999999997,1086.4,549.8,11.877
6844,17.427,1012.5,75.15100000000001,4.1889,24.519000000000002,1087.6,550.11,11.948
6845,18.090999999999998,1012.3,72.533,4.2107,24.613000000000003,1087.8,549.9,12.015999999999998
6846,18.551,1012.0,70.146,4.2085,24.683000000000003,1088.3,549.93,12.001
6847,18.237000000000002,1012.0,71.028,4.2221,24.575,1087.7,550.05,11.902000000000001
6848,17.344,1012.1,74.212,4.1227,24.340999999999998,1086.7,550.17,11.84
6849,17.329,1011.9,74.931,4.0653,23.636999999999997,1082.6,550.0,11.822000000000001
6850,18.975,1011.7,68.91199999999999,3.7142,21.273000000000003,1067.1,549.49,10.937999999999999
6851,19.451,1011.3,66.64699999999999,3.3942,19.038,1053.9,549.77,10.284
6852,18.855999999999998,1011.4,70.134,3.3321,18.635,1045.3,546.04,10.213
6853,18.811,1011.0,72.059,3.412,19.209,1054.5,549.38,10.344000000000001
6854,19.1,1010.7,69.763,3.3399,18.905,1050.8,548.37,10.373
6855,18.723,1010.8,71.84,3.2917,18.655,1040.6,542.83,10.302999999999999
6856,18.401,1010.9,73.002,3.2852,18.562,1034.9,539.32,10.232999999999999
6857,18.84,1010.8,72.021,3.9116,22.641,1075.4,549.93,11.42
6858,19.064,1010.9,71.516,4.1722,24.625999999999998,1087.7,550.14,11.950999999999999
6859,19.051,1010.9,72.235,4.2078,24.877,1089.0,550.25,11.984000000000002
6860,19.522000000000002,1010.7,70.961,4.1737,24.395,1086.7,550.36,11.833
6861,19.733,1010.1,71.101,4.2112,24.518,1086.8,550.03,11.888
6862,20.44,1009.4,68.568,3.7710000000000004,21.533,1069.1,549.92,11.08
6863,21.063000000000002,1009.1,65.243,3.9865,23.209,1078.8,550.03,11.513
6864,21.55,1008.9,62.894,4.2422,24.983,1089.1,549.77,12.052999999999999
6865,20.273,1008.9,66.072,4.2041,24.939,1089.5,549.77,12.052
6866,19.555,1009.1,65.792,4.2055,24.93,1089.3,550.24,11.992
6867,19.328,1009.2,67.331,4.1955,24.804000000000002,1088.3,549.96,12.002
6868,18.555,1009.6,71.11,4.1809,24.848000000000003,1089.1,549.91,12.004000000000001
6869,18.292,1009.6,72.983,3.4823,20.099,1060.7,550.1,10.605
6870,18.937,1009.8,70.183,3.3639,19.608,1056.7,549.96,10.534
6871,18.268,1009.9,73.604,3.3937,19.688,1057.4,550.03,10.593
6872,18.503,1009.8,76.097,3.4132,19.744,1058.2,549.97,10.662
6873,17.829,1009.8,78.196,3.3903,19.706,1057.9,549.95,10.639000000000001
6874,16.643,1009.6,87.613,3.4199,19.475,1056.2,549.79,10.465
6875,16.445999999999998,1009.6,87.598,3.4912,20.316,1060.9,550.09,10.642000000000001
6876,15.684000000000001,1009.8,90.589,3.5273,20.048,1059.0,549.92,10.663
6877,14.97,1009.5,96.323,3.5131,19.453,1055.1,549.66,10.489
6878,14.869000000000002,1009.3,98.65,3.5972,19.631,1056.7,550.02,10.452
6879,14.867,1009.2,98.906,3.6445,19.843,1058.0,550.0,10.414000000000001
6880,14.887,1009.5,99.613,3.5655,18.839000000000002,1039.8,542.04,10.350999999999999
6881,13.875,1009.9,96.55,4.2947,24.272,1085.0,549.59,11.875
6882,13.124,1010.3,97.37299999999999,4.2451,24.095,1084.9,550.18,11.863
6883,13.267999999999999,1010.8,97.655,4.2298,24.087,1085.1,549.84,11.925
6884,13.484000000000002,1011.1,96.477,4.1968,24.23,1086.1,550.08,11.921
6885,13.722000000000001,1010.4,94.178,4.1602,24.354,1086.2,550.17,11.91
6886,13.850999999999999,1010.0,92.12899999999999,4.1461,24.243000000000002,1086.2,550.08,11.899000000000001
6887,13.651,1009.8,89.919,4.1134,24.249000000000002,1085.6,549.93,11.888
6888,13.387,1010.0,90.042,4.1172,24.148000000000003,1085.5,550.0,11.875
6889,13.193,1009.6,90.086,4.0967,24.11,1085.5,549.86,11.838
6890,12.802,1009.9,90.884,4.0863,24.046,1085.5,550.02,11.75
6891,12.023,1009.8,95.75200000000001,4.1471,24.265,1086.7,549.9,11.934000000000001
6892,11.481,1009.7,98.353,3.9443,22.608,1076.5,549.86,11.41
6893,11.145999999999999,1009.7,99.551,3.4118,18.977999999999998,1054.4,549.83,10.485999999999999
6894,10.827,1010.1,100.14,3.9202,22.546999999999997,1075.9,549.91,11.465
6895,10.03,1010.6,99.49700000000001,4.0815,24.054000000000002,1085.2,550.19,11.950999999999999
6896,9.6583,1010.9,98.822,4.0643,23.854,1084.7,550.0,11.857999999999999
6897,9.6873,1011.2,98.50399999999999,4.0361,23.401,1082.4,550.1,11.83
6898,9.6875,1011.6,98.36,4.0801,23.699,1084.1,550.03,11.762
6899,9.6005,1012.1,95.699,3.3858,19.086,1031.5,534.06,10.462
6900,9.7586,1012.6,93.86200000000001,3.3764,18.942999999999998,1026.4,531.08,10.422
6901,9.5349,1013.2,89.816,3.3118,19.142,1037.2,537.33,10.419
6902,8.5255,1013.2,90.867,3.3043,19.177,1032.8,534.07,10.42
6903,7.725,1013.4,90.395,3.3091,19.246,1024.4,528.39,10.41
6904,7.0858,1013.5,90.947,4.0131,23.948,1084.1,549.37,11.856
6905,7.2209,1013.6,91.17399999999999,4.013,24.195999999999998,1086.0,550.08,11.945
6906,7.8389999999999995,1013.9,93.488,4.0332,24.092,1085.3,549.88,11.954
6907,9.8652,1014.2,88.619,4.0912,24.19,1086.5,549.93,11.946
6908,11.16,1013.7,85.34700000000001,4.0963,24.272,1086.5,549.83,11.939
6909,11.835999999999999,1013.4,83.06200000000001,4.0951,24.305,1086.6,550.04,11.931
6910,12.275,1012.9,79.85300000000001,4.1160000000000005,24.335,1086.9,550.08,11.924000000000001
